id,author_name,last_updated,rating,version,title,content,intention,classified intention
127660763,JMWPol,2025-08-13T15:56:46-07:00,1,21.1.1,Glitchy App,"The app always forces me to reset my password; since last year I’ve been forced to create a new password every month. Also with the app updates, I notice the app never works seamlessly even after an update.",App functionality issues.,technical/platform issues
127258483,Trnyii,2025-08-13T13:25:19-07:00,1,21.1.1,iPhone and iPad TRILLIONS 👎🏻,"LOYAL CUSTOMER FROM 2009 till now WHY? NEVER MISSED PAYMENTS AS (POST CUSTOMER 4yrs) and now PREPAID EVER SINCE NEVER MISSING PAYMENTS EITHER
AND STILL DEVELOPERS ARE STILL FAILING OMG SERIOUSLY 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😤


App versions 20.6.1,20.7.0,20.7.1 and the most recent 20.80 FAILED TO FIX
USAGE (MINUTES) DETAILS STILL WHY!

I STILL SEE THIS WHEN I LOOK USAGE SECTION DETAILS FOR MINUTES

“We Can’t Process Your  Request Right Now,
Sorry about that, Please try again later.
               Retry


That’s the message from since January 2025 still TRILLIONS 👎😤😡

                UPDATE
Omg now 4/17/25  now data is not giving details!

Another Update 20.9.0 equates to a USELESS ATTEMPT FROM DEVELOPERS plus they change the dates of APP VERSION UPDATES!

REMOVING AGAIN MAYBE NEXT YEAR I WILL TRY THIS APP BUT FOR NOW I AM NEVER EVER RECOMMENDING!

20.9.1 SMH (USAGE) DATA and MINUTES still not available after FIVE app update OMG THIS IS THE UTMOST WORST FUNCTIONALITIES EVER AS A LOYAL CUSTOMER 🔊2009 and current and I DEFINITELY WILL NOT RECOMMEND TO OTHERS DEVELOPERS AREN’T CAPABLE ANYMORE!!!😡😡😡😡😡😡😤😤😤😤

Today is the 2nd June 2025 this 20.9.1 version from 4/17/2025 something is definitely wrong with their DATES!

3rd June 21.0.0 SIX HOURS AGO AND IT DID NOT FIX ANYTHING ( minutes and data)🔊 USAGE 😡STILL SHOW THAT ANNOYING STATEMENT THAT IS MENTIONED IN THIS REVIEW DEVELOPERS WHAT IS THE PROBLEM AFTER SO MANY VERSIONS AND MY DEVICE SOFTWARE IS UP TO DATE 18.5 iOS!

Update
VERSION  FLOPPED AGAIN
🔊21.0.0 five days ago STILL DID NOT FIX “USAGE”
Minutes and Data showed that PATHETIC MESSAGES

QUOTE TRY AGAIN LATER AKA 6 MONTHS THIS APP STILL DEFINITELY NOT WORKING!

There used to be a WIDGET AVAILABLE AND NOW CALLING THE AUTOMATED SYSTEM IS DO DAM ANNOYING SERIOUSLY THIS COMPANY IS AT ITS TRILLIONS WORST WHERE THIS APP IS CONCERNED
SINCE 2010 I HAVE BEEN using as PREPAID AFTER MY 2 YEARS contract expired with me never missing any payments I decided NOT TO RENEW (POST ACCOUNT!) the customer service center and store stressed me out and the worst customer service from both made my decision for PREPAID!

6/18/25
Usage MINUTES AND DATA STILL NO INFORMATION LIKE BEFORE DEVELOPERS WHAT’S going on LOYAL CUSTOMER MEANS NOTHING TO THIS BUSINESS!😡😡😡😡👎👎👎
Another Update 21.0.2 FAILED TO FIXED {USAGE SECTION} (Minutes) details still showing
That PATHETIC “WE CAN’T PROCESS YOUR REQUEST SORRY TRY AGAIN LATER” STILL SHOWING WHEN I SELECTED seriously the UTMOST WORST FROM DEVELOPERS EVER😡😡😡😡😡😤😤😤😤🤯


8/12/25
Usage details seems to work but the accuracy for MINUTES is a tad off for calls I made suppose to be green and there is a specific number I always call but that number cannot call me.

Touch ID
I signed in and closed got verified by Emil it is done QUESTION WHY DO I HAVE TO SIGN IN AGAIN EVERY TIME I USE CERTAIN SECTION’S that requires touch?

WIDGET IS GONE AND QUALITY IS STILL HORRIBLY LACKING!

8/13/2025
😡New Version (21.1.1)did NOT FIX TOUCH ID I did it THREE TIMES I AM DONE!",App functionality issues.,technical/platform issues
127120358,kn1983637,2025-08-13T12:37:40-07:00,1,21.1.1,Ads,App sends you advertisements as notifications. Not nice!,Dislikes ad notifications,General Feedback
127016172,1 Perfect Nelli,2025-08-13T12:02:59-07:00,1,21.1.1,I had no idea,"I had no idea this App was on my phone! I have no idea what it does or does not do! Therefore I guess it is of no use to me!
But I sure know Verizon has terrible connection to your towers! Honestly I regret switching to Verizon ! And now I am saddled paying for my free phones for several years. The in person staff is great but Verizon towers are often unavailable for use.",Regret switching to Verizon,General Feedback
126705199,specialistappreviewer,2025-08-13T10:24:16-07:00,5,21.1.1,Verizon,Add dark mode,Request dark mode.,General Feedback
124494641,Keiarra M,2025-08-12T22:03:33-07:00,5,21.1.1,Great work,I’ve been a Verizon customer all my life. Love em!,Customer satisfaction.,Customer Support
123326004,ExFitness,2025-08-12T14:09:53-07:00,5,21.1.0,Easy peasy,I like how easy the app is to navigate.,App navigation ease.,General Feedback
123022493,MRmaro,2025-08-12T12:19:58-07:00,1,21.1.0,Usage is impossible to extract,"I got a warning that I was running out of data. I have two lines, and the sum of the usage shown on them is much less than the total usage shown; I cannot seem to get accurate numbers that let me figure out what is going on. The app used to work—note it is mostly ads for more expensive plans.",Disputed data usage,Account & Billing
123016646,casar01,2025-08-12T12:17:57-07:00,5,21.1.0,Review,I love my Verizon but every month or so I end up having extra charges. I did not have Netflix on either phone. Please leave it off my cell phones. Service is great other than that. If we could get the senior cell phone bill that would be great. Thank you for serving us,Resolve extra charges,Account & Billing
122114060,Big_Lethal,2025-08-12T07:03:28-07:00,1,21.1.0,Terrible UI,"After the app ‘forgot’ my username, it autofilled the wrong user name and won’t let me put the right user name in and every time I try to login it automatically puts the wrong username and then says I’ve entered the wrong info. Now every time I try to login, it locks me out after trying to put the wrong info in over and over again without letting me change the user name. I deleted the auto fill from my phone, so I guess it’s just using a blank every time? Anyways I’d love to do anything on this thing but I can’t even talk to customer service rep without a login.",Login issue resolution,technical/platform issues
121944128,Casethe2,2025-08-12T06:15:18-07:00,5,21.1.0,Verizon App,Amazing,Positive feedback,General Feedback
120054292,astro.dave,2025-08-11T18:10:53-07:00,2,21.1.0,Call log doesn’t include time,"Also, the filter doesn’t update right away.

Also, why do we have to open the app to keep it updated?

It also limits the number of allowed calls if you set it for the most strict blocking.

I have been a Verizon customer for years, but having switched one line to T-Mobile, I think their service is better.",Switching to T-Mobile,Customer Support
119685656,Chrissypop36,2025-08-11T15:42:38-07:00,5,21.1.0,Easy and Convenient,"Easy to use, nice to not have make appointment at store.",Easy and convenient,General Feedback
119668121,Va care giver,2025-08-11T15:35:21-07:00,5,21.1.0,Call filter,"Life savor for sure, n","Positive, life-saving",General Feedback
119579741,Ejhdenver,2025-08-11T14:59:42-07:00,1,21.1.0,Buggy mess since revamp,"App is hot garbage now. It’s buggy and constantly indicates that it wants you to do or update something but doesn’t really tell you what; and if you do think you have found what it wants, and take action, it won’t remove the alert anyway.  Uninstalled",Uninstalling due to bugs,technical/platform issues
118074005,Jae.333,2025-08-11T06:53:35-07:00,5,21.1.0,Great,Been with Verizon for almost and if not 5 years now. They got great customer service. They do take a while to figure out who to send you to but once they do your problems will be solved.,"Satisfied customer, good service",General Feedback
117825802,Riri0923,2025-08-11T05:40:51-07:00,1,21.1.0,Never works right,"Anytime I try to use it, I just get error messages to why they can retrieve my information. Shows no past data on my bill and I’ve verified it’s all correct information. The app is pointless because I have to go through my computer to get my information to show up.",App not working,technical/platform issues
115810561,Best ever budget shopper,2025-08-10T16:17:21-07:00,5,21.1.0,Happy with service,Fast connection wide range and more connected devices . Affordable than most other service providers.,Customer satisfied with service,Customer Support
114521250,Madinov,2025-08-10T08:45:02-07:00,1,21.1.0,bastard connection,the connection is very often disconnected in north chicago!!!!!!!’,Connection issues,technical/platform issues
114019287,Architect NYC,2025-08-10T06:20:39-07:00,1,21.1.0,Worst TV System Ever – Avoid at All Costs,"This new Verizon Fios TV system is an absolute disaster. It NEVER works without a reboot. Every single time I want to watch something, I have to spend 15 minutes restarting the box, the app, or both. It’s like Verizon took something simple and reliable and replaced it with the most frustrating, broken system imaginable. The interface is clunky, slow, and unresponsive, and the constant errors make you want to throw the remote at the wall.

I’ve had cable for decades and have never experienced anything this bad. The amount of time wasted just to watch live TV or stream a channel is absurd. Verizon clearly rushed this out without testing it properly, and paying customers are now stuck dealing with their mess.

Do yourself a favor: NEVER get Verizon Fios TV.",Avoid Fios TV.,General Feedback
111388069,dcghgdfh,2025-08-09T12:57:03-07:00,5,21.1.0,Great service,Wonderful company to rebuild my life with after completely destroying it all. Very helpful and encouraging! Great value,Rebuilding life post-destruction,General Feedback
111099356,C.S. Fanciullo II,2025-08-09T11:14:44-07:00,5,21.1.0,Ole’GSD,"As a customer since 2001, VERIZON has always treated their customers fairly. There has been times of policy changes not communicated, business department not following through but Verizon as a whole is a tremendous co. To have cell service with.",Positive customer experience,General Feedback
110883671,FighterKaitlin,2025-08-09T10:05:18-07:00,1,21.1.0,Verizon app is glitching,I’m trying to access my service to pay my bill. Always a pop up error. Same for the website.,Wants to pay bill.,Account & Billing
110314477,Houzse,2025-08-09T07:19:13-07:00,1,21.1.0,Horrible app,"Nothing works in the app. Something as simple as a speed test sits and does nothing. I placed an order for less than I’m currently paying , the app confirmed it, and then the email shows it for a higher cost. And then the app is telling me my order can’t be processed. Which is it? Why so many inconsistencies?",Customer frustration/dissatisfaction,General Feedback
4256869181,criminal eye,2025-07-03T02:40:55-07:00,5,21.0.2,“Oh my goodness!“,"This app has made payment processing much easier, thanks",Payment processing simplified,General Feedback
4256638838,OhhEight,2025-07-03T01:08:48-07:00,4,21.0.2,New Costumer,I love everything… from bill amount to perks. But internet is slower than T mobile and more call fails,Mixed satisfaction,General Feedback
4256056516,HGPReview,2025-07-02T21:10:27-07:00,1,21.0.2,Terrible,"Terrible, deceptive, and irresponsible",Negative experience,General Feedback
4255734019,mden23,2025-07-02T19:08:08-07:00,1,21.0.2,Clear the notification badge!!!,"Recently there is a notification badge that cannot be cleared. I’ve force-killed the app, deleted it & reinstalled, all to no avail. Turn off the [}%^%} badge if there’s nothing for me to address!!! Incredibly annoying.",Clear notification badge.,technical/platform issues
4255568147,twwbond,2025-07-02T18:06:59-07:00,1,21.0.2,Bad for home 5G,App does not work for setting up 5G home internet.   We have equipment.  It says we haven’t received yet.   Can’t proceed with setup.   Very bad design.  Hour on phone with support was useless.,Difficulty setting up 5G,technical/platform issues
4254976572,QATester12345,2025-07-02T14:17:50-07:00,1,21.0.2,Worst app ever,"The app will constantly have log in multiple times within the app, ask your location constantly, so many pages wont load. It’s impossible to get help through chat assistant.

The website will directly link you to the app then the app will send you back to your browser, what the point??

Pages will constantly load i don’t understand why im back navigating to page that was already loaded???

The app is useless might as well just call and wait on hold so u can actually get help, then maybe theyll actually take the app seriously",Frustrated with app,technical/platform issues
4254607236,mimi poppa,2025-07-02T12:07:31-07:00,5,21.0.2,Helpful,App is so much better then in person can do a lot of stuff and order come in fast a lot faster and cheaper here and I can always solve my problem with a click of a button recommend using the app better,App is better,General Feedback
4254201471,Review2dayscrap,2025-07-02T09:58:46-07:00,4,21.0.2,50/50 choice,I will say the app works fine. But Verizon the company better get off their butts and make Verizon better cause they’re getting caught up with and even passed. T-Mobile is already better,Wants Verizon improved,General Feedback
4253799462,Julian .p,2025-07-02T08:03:26-07:00,5,21.0.2,You FINALLY got it RIGHT,To be a technology company you have had the WORST website and pay on line system. Today with the changes I couldn’t believe the difference. Thanks for making the necessary changes to earn the title “My Verizon”!,Improved website experience,General Feedback
4253743016,Emma345532,2025-07-02T07:47:44-07:00,1,21.0.2,Worst internet you can get,Don’t get scammed they offer fast internet at low prices THATS I LIEEE the internet is the slowest you can get different companies offer more G that ar lower prices THATS,Warning against internet.,General Feedback
4253706860,Jay A M,2025-07-02T07:37:41-07:00,5,21.0.2,Updated app,The app has updated making it faster and easier literally press away from paying my bill as before the loading would take longer and would sometimes redirect,Positive app update.,General Feedback
4253498916,sussely777,2025-07-02T06:40:03-07:00,4,21.0.2,Bad Experience with the Costumer Service,Love to use the app but when I call to fix my billing problem most of the time don’t got resolve and when I ask for supervisor they always say is no there . When I ask for support agent they said they can’t help you 😔,Customer service issues.,Customer Support
4253318264,Lildiamondstory,2025-07-02T05:47:47-07:00,3,21.0.2,All good but the customer service chat,"Everything is great and right there in ur hands but the customer service chat randomly stops allowing u to send message then u have to close down the app and begin again, luckily, usually u can log back in and keep chatting with the representative but whatever u were talking Bout is gone",Customer service issues,Customer Support
4251912313,Proofboy,2025-07-01T20:46:08-07:00,5,21.0.2,Love the setup,It’s easy and very Tranparent!!!,"Positive, easy to use",General Feedback
4251877399,LOWDOSENODOZ,2025-07-01T20:31:57-07:00,5,21.0.2,SUPER EASY,Awesome App and Super Easy,Positive app experience,General Feedback
4251321417,tandall dog,2025-07-01T16:59:04-07:00,1,21.0.2,Terrible,Terrible service,Dissatisfied with service,Customer Support
4251270436,LivLou2645,2025-07-01T16:38:37-07:00,4,21.0.2,Give us an option to delete notifications,I don’t mind the app. I would just like the option to delete notifications if they’re irrelevant.,Delete irrelevant notifications,General Feedback
4251007408,cburke672000,2025-07-01T14:54:38-07:00,4,21.0.2,AI is stupid,Would be great if the AI responded intelligently.,Needs intelligent AI,General Feedback
4250932333,fetch:(,2025-07-01T14:26:09-07:00,5,21.0.2,Awesome,Verizon in Matthews is so Awesome!,Customer satisfaction,General Feedback
4250855809,Nina000000dddd,2025-07-01T13:58:11-07:00,1,21.0.2,Slow and inconvenient,"It’s very slow and uses a lot of jargon that confuses users. The chat feature isn’t useful either, as it just redirects users to the website.",Negative experience,General Feedback
4250756035,Anon10234,2025-07-01T13:22:56-07:00,1,21.0.2,Worst app,Quite literally one of the worst apps ever built.,Negative experience,General Feedback
4249652889,DarkkStone,2025-07-01T07:50:51-07:00,5,21.0.2,Since the beginning..,"I have had verizon service since they came out, and now I finally have them as my internet. I have to tell you…. WORTH IT!!  If you can get the service get it.",Recommending Verizon internet.,General Feedback
4248795115,🐜 2 Tymes,2025-07-01T03:39:47-07:00,5,21.0.2,Thanks,I am easily finding what I’m looking for with ease. Thank you for getting the app where it has needed to be.,Expresses app satisfaction.,General Feedback
4247755669,RamVerizon,2025-06-30T20:41:15-07:00,2,21.0.2,Signing up for perks is a nightmare,Setting up Disney+ is a nightmare,Frustrated with setup,Technical/platform issues
4247556941,LancePawPaw,2025-06-30T19:25:04-07:00,1,21.0.2,Circling the drain,"For what Verizon charges its customers, the app is an insult.  Support system involves poorly developed chatbot/AI interface with a highly limited repertoire. And some answers must apply to older app versions because they obvious do not describe the current app.  The only good thing about the app is that it contains the Verizon phone number. Forget about using the app to deal with a problem.",Negative app experience,technical/platform issues
4247368129,JulesGV,2025-06-30T18:15:14-07:00,1,21.0.2,Utter garbage,I can’t even log in. It simply doesn’t work. Sticking to the horrendously glitchy Verizon website I suppose,Cannot log in.,technical/platform issues
4247115079,Kamamamau,2025-06-30T16:38:20-07:00,5,21.0.2,Good Stuff,"I’m glad I’m here, thank you very much",Expressing gratitude,General Feedback
4246820696,akade usedt,2025-06-30T14:46:09-07:00,1,21.0.2,Pesimos servicio a el cliente tengo 12 minutes en una llamada en espera ea Mercado 6 veces hoy,Mal servicio al cliente,Poor customer service,Customer Support
4246387966,Mz.ScorpioGurl73,2025-06-30T12:12:10-07:00,5,21.0.2,Outstanding,I have been with Verizon for over 4 years now. No complaints.,Customer is satisfied.,General Feedback
4246384334,Tiphani05,2025-06-30T12:10:58-07:00,5,21.0.2,Added new line!,I added a new line and it was super easy and very quick.,"Easy, quick activation.",General Feedback
4245093115,Tiece Candy,2025-06-30T05:49:03-07:00,1,21.0.2,What happened?,"Verizon fios use to be the best, IMO, but these last few months my home service goes out at least 3-4 times a week. The wait time to speak  to someone is over 45mins. I’m seriously thinking about changing companies after being with Verizon for 9yrs. Smh",Considering switching providers,Account & Billing
4244446917,Wills01GT,2025-06-30T02:02:04-07:00,1,21.0.2,Awful,"Slow, unresponsive, guides me to Verizon Fios application which has been discontinued, fails to load. Verizon, fix your application, update the directions, it is a very frustrating app to use.",Fix the app.,technical/platform issues
4243931734,Yayo DA'Great,2025-06-29T22:16:26-07:00,5,21.0.2,Great service,If you don’t have Verizon i highly recommend you to switch now today,Recommend switching to Verizon,General Feedback
4243308442,AlexB8742,2025-06-29T17:49:44-07:00,5,21.0.2,The new update is awesome,The UI is improved so much,"Positive, UI improved",General Feedback
4242473805,KMDPARI,2025-06-29T12:14:55-07:00,1,21.0.2,This is very worst app ever I see,"This is the most useless app I have ever used. It is very slow, and I can’t find what I need. There are too many unnecessary features. I feel like I need a special course just to understand this app",Negative app experience.,technical/platform issues
4242096812,buyless,2025-06-29T10:09:07-07:00,4,21.0.2,Confusing,I can adjust my plan on my phone but not on my PC. I never received  a confirmation number text or email.,Plan adjustment issue,Account & Billing
4239896642,dr.rudywatson,2025-06-28T20:59:11-07:00,5,21.0.2,My Verizon f(x),"The Verizon app is a well design and user print, making it easy to manage my account, monitor usage, and pay my bill on the go. What truly stands out, however, or security features. From biometric login to real-time fraud alerts, the app provides peace of mind by keeping my personal information well protected. I feel comfortable handling sensitive task within the app, and I appreciate the consistent updates that enhance both performance and security. Highly recommended for Verizon customers.","Positive, secure app review",General Feedback
4239660367,m1j082,2025-06-28T19:22:36-07:00,1,21.0.2,Horrible,The app never works. Continuously makes you change your password and never lets you in.,Expresses app frustration.,Technical/platform issues
4239159090,SaviorSolutions,2025-06-28T15:56:15-07:00,5,21.0.2,iPhone 16 Pro Max,"Started off very rough ordered online new phone and had issues porting the number. over but I will say that Verizon resolved the issue right away. They were prompt and fixed the issue and even got a really good deal on the phone that is the perfect size phone for someone who has man hands, my iPhone 14 was way too small. Also saved me thousands of dollars with the Verizon home Internet.compared to the other ISP providers whom we won’t say any names.Definitely glad I switched to Verizon amazing they know customer service! I love my new phone and Internet",Pleased with Verizon,General Feedback
4238994623,Csavvad,2025-06-28T14:47:02-07:00,5,21.0.2,Janitors,Excellent,Positive feedback,General Feedback
4238100108,sandycakes25,2025-06-28T09:31:39-07:00,5,21.0.2,Great customer service,Marlon was the best rep ever!!!,Positive customer experience,General Feedback
4237662081,Dingleberry Mckracken,2025-06-28T07:25:04-07:00,3,21.0.2,New Update,Now I can’t restart my router. It just loads and does nothing.,Router restart issue,technical/platform issues
4236219149,Fios rocks,2025-06-27T22:42:54-07:00,5,21.0.2,Love my fios,"This is my first time with Verizon and I love it ,
Incredible quality fast speed and major discounts on movie apps",Positive Fios experience,General Feedback
4235870867,Brndjdndkdg,2025-06-27T20:15:07-07:00,1,21.0.2,Horrible,"Horrible service and a waste of time. They messed up multiple accounts. Maybe if their customer service wasn’t based in India, they could actually help their customers. Instead you get to spend hours on the phone trying to explain something to someone who barely speaks English. Thanks for nothing. Good to know the customer service is just as bad as their cell service.",Negative experience/poor service,Customer Support
4235855356,lolalfils,2025-06-27T20:08:49-07:00,1,21.0.2,Awful,I would give zero stars if I could,Highly dissatisfied customer.,Customer Support
4235772283,Dcristina57,2025-06-27T19:36:01-07:00,5,21.0.2,helpful,Why don’t you take debit cards it would help thank you,Wants debit card option,Account & Billing
4235626448,Fear Cartaidh,2025-06-27T18:39:49-07:00,1,21.0.2,I just need to pay my bill not get advertised to.,"Yo, this is stupid. I just need to pay my bill but your app is wasting space trying to sell me junk. I don’t want or need all that.",Pay bill easily.,Account & Billing
4235453907,Gonzalo&Regina,2025-06-27T17:31:46-07:00,5,21.0.2,Verizon,I enjoy Verizon service it is the best compared to ATT and TMobile,Enjoys Verizon service,General Feedback
4235132679,Joy Davis 20,2025-06-27T15:21:46-07:00,1,21.0.2,Horrible Customer service,I paid $85 to switch my phone to Verizon because I have to travel internationally for work . The first eSIM they sent me didn't work and they said they were gonna send me another one and then they never did and now they won't respond to my emails and the customer service on their website isn't working and it's just bots that don't understand anything . Not reliable at all.,Warning about unreliable service,Customer Support
4234496859,Verizon=garbage,2025-06-27T11:27:52-07:00,1,21.0.2,Never works,Nothing on this app ever loads it just gives you an error message. I’ve tried using it for 2 years and it’s never worked no matter how many times they update it.,Negative experience,General Feedback
4198742543,"""Queen #1 Bee ChristMan""",2025-06-18T06:01:40-07:00,1,21.0.0,Truth Be Told,You’re all nothing but money grubbing stealing from the poor corrupted individually government system shame on you God Bless,Expresses extreme dissatisfaction,General Feedback
4198548166,bossmanincharge,2025-06-18T05:00:21-07:00,5,21.0.0,Phone purchase,Everything is so easy to do!,"Positive, easy experience",General Feedback
4198340524,Sofi_Hauru,2025-06-18T03:47:21-07:00,1,21.0.0,Finicky at best,App is laggy and slow; log in screen needs to be fixed (screen just shows a red background),Negative app experience,technical/platform issues
4196306138,Frannman,2025-06-17T13:30:17-07:00,1,21.0.0,Worse app and Company to deal with,"Upgraded several of my business phones and received promotional credits. Had issues with the phone in less than 30 days. Verizon replace the phone but charged me for a new phone and did not credit back the promotional credits. Verizon says it takes 3 to 4 months to show up on my bill.  They keep sending it to their Promotion Correction Team, but no response. Another phone I’m still waiting for two years now for the promotion correction team to reply back with an answer; but after two years and 7 requests still nothing.  Have been with Verizon for 20 years and now looking for a different carrier. So sad, sad,🥺 for me.",Switching carriers,Account & Billing
4195906426,Ms. Elizabeth aka Liz,2025-06-17T11:11:57-07:00,5,21.0.0,Really helpful,I love how i can view my bill and change things easily rather then having to go on the website. I can quickly look into the account incase something happens.,Bill and account management.,Account & Billing
4195824588,this app su cks,2025-06-17T10:44:58-07:00,1,21.0.0,Terrible,One of the worst apps and companies to get ahold of,Negative experience,General Feedback
4195810020,hjhgyhyhjjii,2025-06-17T10:40:17-07:00,1,21.0.0,Sign in,Constantly makes me sign in. Even after just a few minutes of I have let the app go. Why can’t it stay signed in like every other app. Also doesn’t allow autofill somehow on my phone.,Wants app to stay signed in.,technical/platform issues
4195802959,nakaakdj,2025-06-17T10:38:00-07:00,1,21.0.0,Wifi,Worst wifi ever,Negative Wi-Fi experience,technical/platform issues
4195355344,wcwatt,2025-06-17T08:21:10-07:00,1,21.0.0,Doesn’t work,"This app has been buggy for a while now. But this past week, I upgraded to an iPhone 16, and this app doesn’t work at all! “Unable to process request. Try again later”. Do better, Verizon. This is garbage",App not working,technical/platform issues
4193641942,Ilovepplbcineedpplformoney,2025-06-16T21:14:10-07:00,3,21.0.0,My Verizon,I’m so frustrated with this app. It makes me change passwords everytime I login. Please fix it!,App password fix.,technical/platform issues
4193088652,Burning_jello,2025-06-16T17:21:01-07:00,5,21.0.0,Always amazing,Whenever I need support Verizon always helps and when it’s super complicated they do their best get the right response or how to remedy the issue,Expressing positive experience,General Feedback
4192900694,wisdom1273,2025-06-16T16:03:12-07:00,1,21.0.0,I can never get into the site.,I can never get into the site. It absolutely drives me crazy. I just take the app out.,Cannot access website.,technical/platform issues
4192801357,DjKZM,2025-06-16T15:23:07-07:00,1,21.0.0,"Good service, bad app","We have used Verizon for a long time because it has very good service. However, my Verizon app is very confusing and hard to navigate. I have been trying to activate a SIM card, and it has been extremely misleading and difficult. Verizon needs to make their application more user-friendly, as it is very hard to use currently.",App needs improvement.,General Feedback
4190969708,RealCW,2025-06-16T05:28:51-07:00,1,21.0.0,Bad User Experience,"The app isn’t optimized for mobile use or app use. It’s confusing and bugs out every time the app opens.  Pages don’t load or closes out.

Additionally, I’ve asked Verizon over several months to remove my ex’s information from my account, and I still receive bills with his name on it.

Nor is the site working where I am supposed to redeem my $300 visa.",App and account issues.,technical/platform issues
4188629809,waffle101,2025-06-15T12:57:25-07:00,1,21.0.0,Horrible App,This app as long as I can remember barely works.  Extremely slow and buggy constantly.,Negative app experience.,technical/platform issues
4188098691,MeeMeeRosa,2025-06-15T10:07:46-07:00,1,21.0.0,Ugh,TRASH. I was trying to claim a Superticket and MAGICALLY the app decided to glitch after selecting “yes” to the claim. I had to close it and missed out. I’m so upset.,Frustrated by app glitch,technical/platform issues
4187423594,Writerly Woman,2025-06-15T06:51:36-07:00,5,21.0.0,DIY,"I went online and made this same order but I forgot to hit the complete order button. My mistake, didn’t realize until I did not get the sims card. Then I contacted Verizon and dealt with an agent. OMG The sales agent quoted a price twice much higher than what I had and took over 40 minutes to do so. This morning I went online and did it myself. Took less than 5 minutes and everything is complete! Love MY Verizon app",Positive self-service experience,General Feedback
4185240260,Marwin2023,2025-06-14T16:43:20-07:00,1,21.0.0,Scam,Avoid to get Verizon..! Customers service is Horrible and irresponsible.,Avoid Verizon,General Feedback
4184010303,jreezyworldpeace,2025-06-14T09:16:21-07:00,1,21.0.0,Account Sign In,"Device never stays logged in and when trying to pay bill with account credentials, the app is never correct. Website works fine, this app is a downgrade from the previous app.

Trash.",Negative app experience,technical/platform issues
4183774819,Emer5016,2025-06-14T08:07:16-07:00,2,21.0.0,Billing,The only thing I have an issue with at this point besides you being so expensive and not sticking to your contract is the fact that I don’t get the bills from you in order for me to pay it on time you need to send me the bill either by email or by mail,Billing delivery issue,Account & Billing
4183495636,Formal Epistemologist,2025-06-14T06:48:00-07:00,1,21.0.0,Garbage,Useless garbage we only put up with because of the oligopoly Verizon is part of. Unbelievably terrible.,Extreme dissatisfaction,General Feedback
4182051495,marie_stelle,2025-06-13T21:33:13-07:00,1,21.0.0,App doesn’t show keyboard,The app used to work but currently doesn’t show a keyboard to enter information.,Reported keyboard issue,technical/platform issues
4181261634,BananaYolk,2025-06-13T16:07:32-07:00,5,21.0.0,Awesome service all around!!,"They’ve treated me well, plenty of discounts and free promos that regularly come around. Also great perks when you have your family share the account. Also pretty great coverage and costumer service. Been using Verizon since 2009 and don’t plan to ever switch.",Customer satisfaction/loyalty.,General Feedback
4181020847,Cecy19789,2025-06-13T14:28:22-07:00,1,21.0.0,Internet,"The internet continues to be slow at certain times, never had that problem before o well I’m tired of fighting it.",Frustrated with slow internet.,technical/platform issues
4180802321,Elreeco06,2025-06-13T13:04:36-07:00,5,21.0.0,Helpful,Amazing service,Praising good service,Customer Support
4180649812,Puuuufffffer Fish,2025-06-13T12:09:20-07:00,5,21.0.0,Help!!,"Awesome representative!!  Kind, patient and very knowledgeable.","Positive feedback, appreciation",General Feedback
4180495974,isasmi,2025-06-13T11:15:36-07:00,1,21.0.0,app is buggy,"Won't allow me to remove user, glitchy when loading",App has bugs.,technical/platform issues
4180194552,phxpaul,2025-06-13T09:37:34-07:00,4,21.0.0,Usage checks difficult,I was a T-Mobile customer for 11 years and moved over to V for the international calling while traveling. I want to check my usage while abroad and it’s difficult to find. The link I found in the app just takes you to plan features and does not tell the current usage total. I’d like to know if I’m close to my monthly intl data cap.,Wants usage transparency,General Feedback
4180132011,Cee_Low:me,2025-06-13T09:18:10-07:00,2,21.0.0,Bugs are still buggy,I have two lines and I can’t manage both phones on the app now.  Before it was easy to toggle between the two to block people or check my call filter.  Now it will only mange one phone I can’t manage my alternate line at all.  I guess the bugs are not fixed they are definitely still a little buggy.  Please update again.,App management issues,technical/platform issues
4179871784,No nickname works gggfggt,2025-06-13T08:00:50-07:00,1,21.0.0,Spam calls,"Be careful how you use this app. Apparently, Verizon will spam call you if you browse products or services.",Warning about spam calls.,Customer Support
4179854586,Apple’s 🍎,2025-06-13T07:55:59-07:00,5,21.0.0,Not so bad,So much better functionality than previous version!,"Improved functionality, positive.",General Feedback
4179426717,Kipp559,2025-06-13T05:49:16-07:00,5,21.0.0,Love My Verizon,"User friendly, ALWAYS Accurate
LOVE THE VERIZON APP!!!",Positive app experience.,General Feedback
4179195681,VuittonTroi,2025-06-13T04:32:57-07:00,3,21.0.0,App is functional but could be bttr,"I’m able to see everything and get it all done, but gworllll why it take so long to load up before my face id, like it needs a quicker refresh honey. I like to get things done quick and i hate waiting on technology to keep up wit me.",Wants quicker app load,technical/platform issues
4177336413,Taaka_Tony,2025-06-12T14:58:48-07:00,1,21.0.0,Opposite of user friendly,If you like constant add notifications this is your app,Dislikes constant ads,General Feedback
